,Mutual_Cooperation,Mutual_Defection,Exploitation
0,2749.0,306.0,1895.0
1,2629.0,1353.0,968.0
2,2520.0,1396.0,1034.0
3,2490.0,1382.0,1078.0
4,2510.0,1343.0,1097.0
5,2502.0,1361.0,1087.0
6,2507.0,1300.0,1143.0
7,2538.0,1299.0,1113.0
8,2511.0,1317.0,1122.0
9,2513.0,1316.0,1121.0
10,2468.0,1329.0,1153.0
11,2471.0,1317.0,1162.0
12,2442.0,1328.0,1180.0
13,2460.0,1313.0,1177.0
14,2441.0,1322.0,1187.0
15,2460.0,1301.0,1189.0
16,2459.0,1327.0,1164.0
17,2457.0,1306.0,1187.0
18,2450.0,1281.0,1219.0
19,2449.0,1270.0,1231.0
20,2471.0,1261.0,1218.0
21,2470.0,1247.0,1233.0
22,2495.0,1266.0,1189.0
23,2484.0,1227.0,1239.0
24,2512.0,1231.0,1207.0
25,2499.0,1234.0,1217.0
26,2571.0,1213.0,1166.0
27,2574.0,1199.0,1177.0
28,2548.0,1199.0,1203.0
29,2562.0,1203.0,1185.0
30,2564.0,1260.0,1126.0
31,2470.0,1251.0,1229.0
32,2510.0,1280.0,1160.0
33,2476.0,1265.0,1209.0
34,2482.0,1260.0,1208.0
35,2475.0,1279.0,1196.0
36,2479.0,1270.0,1201.0
37,2506.0,1271.0,1173.0
38,2486.0,1258.0,1206.0
39,2516.0,1279.0,1155.0
40,2503.0,1279.0,1168.0
41,2492.0,1245.0,1213.0
42,2497.0,1275.0,1178.0
43,2508.0,1256.0,1186.0
44,2514.0,1260.0,1176.0
45,2513.0,1271.0,1166.0
46,2491.0,1247.0,1212.0
47,2512.0,1257.0,1181.0
48,2493.0,1260.0,1197.0
49,2400.0,1273.0,1277.0
50,2403.0,1340.0,1207.0
51,2391.0,1375.0,1184.0
52,2370.0,1409.0,1171.0
53,2403.0,1322.0,1225.0
54,2463.0,1340.0,1147.0
55,2453.0,1352.0,1145.0
56,2446.0,1351.0,1153.0
57,2441.0,1336.0,1173.0
58,2445.0,1359.0,1146.0
59,2373.0,1409.0,1168.0
60,2383.0,1418.0,1149.0
61,2380.0,1415.0,1155.0
62,2373.0,1381.0,1196.0
63,2344.0,1384.0,1222.0
64,2356.0,1355.0,1239.0
65,2343.0,1365.0,1242.0
66,2340.0,1412.0,1198.0
67,2338.0,1384.0,1228.0
68,2358.0,1352.0,1240.0
69,2295.0,1388.0,1267.0
70,2272.0,1428.0,1250.0
71,2259.0,1426.0,1265.0
72,2292.0,1412.0,1246.0
73,2343.0,1391.0,1216.0
74,2273.0,1404.0,1273.0
75,2208.0,1474.0,1268.0
76,2207.0,1483.0,1260.0
77,2222.0,1474.0,1254.0
78,2265.0,1411.0,1274.0
79,2350.0,1387.0,1213.0
